user_id,education_stage,major_field,major_name,city,career_status,anxiety_type,anxiety_duration,pressure_attribution,hard_skills,soft_skills,direction,action_stage,actions_taken,help_needed,target_company_type,decision_style,social_preference,stress_response,communication_style,current_node_type,current_node_since,profile_completeness,aggregated_tags,data_source,profile_description
U0033,大一大二,其他,体育学,上海,实习中,"[""AI替代焦虑"", ""不知道能做什么""]",1个月内,主要是自身能力的,"[""用户研究"", ""Python""]","[""逻辑思维"", ""解决问题"", ""领导力""]","[""设计"", ""技术""]",刚开始探索,"[""找前辈聊""]","[""想看同类人去向"", ""想要信心确认""]","[""大厂""]",收集信息型,喜欢群体讨论,转化为行动,"[""委婉""]",crisis,2025-05-09,96,"[""技术"", ""AI替代焦虑"", ""找前辈聊"", ""想看同类人去向"", ""设计"", ""还没行动"", ""想要信心确认"", ""不知道能做什么""]",memory_import,其他体育学专业大一大二，目前实习中。核心焦虑：AI替代焦虑、不知道能做什么。行动阶段：刚开始探索，已尝试找前辈聊。探索方向：设计、技术。期望：想看同类人去向、想要信心确认
U0034,大三大四,文科,汉语言文学,厦门,实习中,"[""投简历没回音"", ""同辈压力""]",1个月内,两者都有,"[""数据分析""]","[""抗压能力"", ""解决问题"", ""表达能力"", ""创意思维""]","[""研究""]",还没开始,"[""学新技能""]","[""想要方向建议"", ""想看同类人去向""]","[""自由职业""]",直觉行动型,偏好1对1深度对话,向外倾诉,"[""感性"", ""理性""]",crisis,2025-12-31,73,"[""研究"", ""投简历没回音"", ""想看同类人去向"", ""学新技能"", ""同辈压力"", ""想要方向建议""]",llm_inferred,文科汉语言文学专业大三大四，目前实习中。核心焦虑：投简历没回音、同辈压力。行动阶段：还没开始，已尝试学新技能。探索方向：研究。期望：想要方向建议、想看同类人去向
U0035,应届毕业,医学,公共卫生,上海,待业中,"[""同辈压力"", ""方向迷茫""]",1个月内,主要是外部结构性的,"[""SQL""]","[""自驱力"", ""学习能力"", ""团队协作"", ""解决问题""]","[""运营""]",刚开始探索,"[""转行"", ""考证""]","[""想要信心确认""]","[""大厂""]",跟随他人型,偏好1对1深度对话,转化为行动,"[""感性""]",exploring,2025-03-20,88,"[""考证"", ""方向迷茫"", ""转行"", ""同辈压力"", ""还没行动"", ""想要信心确认"", ""运营""]",user_input,医学公共卫生专业应届毕业，目前待业中。核心焦虑：同辈压力、方向迷茫。行动阶段：刚开始探索，已尝试转行、考证。探索方向：运营。期望：想要信心确认
U0036,毕业3年以上,医学,临床医学,苏州,已工作想转型,"[""方向迷茫""]",3-6个月,主要是外部结构性的,"[""机器学习"", ""Excel"", ""写作""]","[""时间管理"", ""跨文化沟通"", ""抗压能力""]","[""产品"", ""内容""]",已有具体行动,"[""找前辈聊"", ""做项目""]","[""想看同类人去向"", ""想找过来人聊""]","[""创业公司""]",收集信息型,更愿意先看别人的故事,转化为行动,"[""直接"", ""委婉""]",acting,2026-03-09,80,"[""做项目"", ""方向迷茫"", ""找前辈聊"", ""内容"", ""想看同类人去向"", ""产品"", ""想找过来人聊""]",resume,医学临床医学专业毕业3年以上，目前已工作想转型。核心焦虑：方向迷茫。行动阶段：已有具体行动，已尝试找前辈聊、做项目。探索方向：产品、内容。期望：想看同类人去向、想找过来人聊
U0037,大一大二,教育,教育技术,武汉,在校求职中,"[""AI替代焦虑"", ""投简历没回音""]",反复波动,说不清,"[""视频制作"", ""数据分析""]","[""团队协作""]","[""设计"", ""数据""]",接近落地,"[""参加社群""]","[""想找过来人聊"", ""想要信心确认""]","[""国企事业单位""]",收集信息型,喜欢群体讨论,向内消化,"[""严肃"", ""直接""]",acting,2025-08-15,87,"[""投简历没回音"", ""AI替代焦虑"", ""想找过来人聊"", ""设计"", ""参加社群"", ""想要信心确认"", ""数据""]",memory_import,教育教育技术专业大一大二，目前在校求职中。核心焦虑：AI替代焦虑、投简历没回音。行动阶段：接近落地，已尝试参加社群。探索方向：设计、数据。期望：想找过来人聊、想要信心确认
U0038,毕业1-3年,其他,体育学,西安,待业中,"[""方向迷茫""]",反复波动,两者都有,"[""Python""]","[""解决问题"", ""抗压能力"", ""逻辑思维"", ""时间管理""]","[""产品"", ""还没确定""]",刚开始探索,"[""做项目""]","[""想要方向建议"", ""想看同类人去向""]","[""大厂""]",跟随他人型,偏好1对1深度对话,回避,"[""严肃""]",exploring,2025-07-14,79,"[""方向迷茫"", ""做项目"", ""还没确定"", ""想看同类人去向"", ""产品"", ""想要方向建议""]",user_input,其他体育学专业毕业1-3年，目前待业中。核心焦虑：方向迷茫。行动阶段：刚开始探索，已尝试做项目。探索方向：产品、还没确定。期望：想要方向建议、想看同类人去向
U0039,毕业1-3年,医学,护理学,成都,已工作想转型,"[""方向迷茫"", ""行业缩招""]",1-3个月,主要是外部结构性的,"[""PS"", ""产品原型""]","[""领导力"", ""表达能力"", ""抗压能力"", ""团队协作""]","[""产品""]",已有具体行动,"[""做副业"", ""考证"", ""学新技能""]","[""想找过来人聊""]","[""自由职业""]",深思熟虑型,喜欢群体讨论,转化为行动,"[""理性"", ""委婉""]",exploring,2026-01-17,66,"[""做副业"", ""考证"", ""方向迷茫"", ""学新技能"", ""产品"", ""行业缩招"", ""想找过来人聊""]",resume,医学护理学专业毕业1-3年，目前已工作想转型。核心焦虑：方向迷茫、行业缩招。行动阶段：已有具体行动，已尝试做副业、考证、学新技能。探索方向：产品。期望：想找过来人聊
U0040,大三大四,理工科,电子信息,西安,在校求职中,"[""面试过不了""]",1个月内,两者都有,"[""设计"", ""PR"", ""英语""]","[""创意思维"", ""学习能力"", ""团队协作"", ""时间管理""]","[""还没确定"", ""运营""]",刚开始探索,"[""做副业""]","[""想要方向建议"", ""想要信心确认""]","[""国企事业单位""]",跟随他人型,偏好1对1深度对话,向内消化,"[""幽默"", ""直接""]",exploring,2025-10-30,48,"[""做副业"", ""面试过不了"", ""还没确定"", ""还没行动"", ""想要方向建议"", ""运营"", ""想要信心确认""]",user_input,理工科电子信息专业大三大四，目前在校求职中。核心焦虑：面试过不了。行动阶段：刚开始探索，已尝试做副业。探索方向：还没确定、运营。期望：想要方向建议、想要信心确认
U0041,应届毕业,教育,教育技术,西安,已工作想转型,"[""AI替代焦虑"", ""同辈压力"", ""方向迷茫""]",反复波动,主要是自身能力的,"[""C++""]","[""共情力"", ""跨文化沟通""]","[""设计""]",已有具体行动,"[""学新技能"", ""做副业""]","[""想要方向建议""]","[""外企""]",收集信息型,更愿意先看别人的故事,回避,"[""幽默"", ""感性""]",acting,2025-12-29,73,"[""做副业"", ""方向迷茫"", ""AI替代焦虑"", ""学新技能"", ""同辈压力"", ""设计"", ""想要方向建议""]",user_input,教育教育技术专业应届毕业，目前已工作想转型。核心焦虑：AI替代焦虑、同辈压力、方向迷茫。行动阶段：已有具体行动，已尝试学新技能、做副业。探索方向：设计。期望：想要方向建议
U0042,大一大二,医学,临床医学,天津,在校求职中,"[""方向迷茫"", ""行业缩招""]",6个月以上,两者都有,"[""用户研究"", ""英语""]","[""领导力"", ""抗压能力"", ""自驱力""]","[""还没确定""]",刚开始探索,"[""做项目"", ""考证""]","[""想要信心确认""]","[""大厂""]",收集信息型,更愿意先看别人的故事,向外倾诉,"[""幽默""]",exploring,2026-02-21,53,"[""考证"", ""方向迷茫"", ""做项目"", ""还没确定"", ""行业缩招"", ""想要信心确认""]",molt_acts,医学临床医学专业大一大二，目前在校求职中。核心焦虑：方向迷茫、行业缩招。行动阶段：刚开始探索，已尝试做项目、考证。探索方向：还没确定。期望：想要信心确认
U0043,大三大四,艺术,音乐表演,长沙,待业中,"[""行业缩招""]",6个月以上,主要是自身能力的,"[""数据分析"", ""PS"", ""Excel"", ""翻译""]","[""时间管理"", ""团队协作"", ""创意思维"", ""跨文化沟通""]","[""运营"", ""咨询""]",还没开始,"[""做项目"", ""转行"", ""投简历""]","[""想看同类人去向""]","[""外企""]",跟随他人型,不想社交只想看数据,转化为行动,"[""感性"", ""理性""]",crisis,2025-10-01,60,"[""咨询"", ""做项目"", ""投简历"", ""想看同类人去向"", ""转行"", ""行业缩招"", ""运营""]",molt_acts,艺术音乐表演专业大三大四，目前待业中。核心焦虑：行业缩招。行动阶段：还没开始，已尝试做项目、转行、投简历。探索方向：运营、咨询。期望：想看同类人去向
U0044,大三大四,商科,工商管理,厦门,实习中,"[""行业缩招""]",1-3个月,说不清,"[""视频制作""]","[""创意思维"", ""领导力"", ""逻辑思维""]","[""教育""]",已有具体行动,"[""还没行动""]","[""想找过来人聊"", ""想看同类人去向""]","[""外企""]",深思熟虑型,不想社交只想看数据,向内消化,"[""感性"", ""幽默""]",acting,2026-03-02,72,"[""教育"", ""想看同类人去向"", ""还没行动"", ""行业缩招"", ""想找过来人聊""]",resume,商科工商管理专业大三大四，目前实习中。核心焦虑：行业缩招。行动阶段：已有具体行动。探索方向：教育。期望：想找过来人聊、想看同类人去向
U0045,大一大二,教育,教育技术,上海,在校求职中,"[""投简历没回音""]",3-6个月,主要是自身能力的,"[""PR"", ""Python"", ""英语"", ""产品原型""]","[""跨文化沟通"", ""逻辑思维"", ""领导力""]","[""还没确定"", ""研究""]",刚开始探索,"[""做副业""]","[""想看同类人去向"", ""想要方向建议""]","[""外企""]",深思熟虑型,偏好1对1深度对话,向外倾诉,"[""理性"", ""感性""]",crisis,2026-01-08,83,"[""做副业"", ""研究"", ""投简历没回音"", ""还没确定"", ""想看同类人去向"", ""想要方向建议""]",molt_acts,教育教育技术专业大一大二，目前在校求职中。核心焦虑：投简历没回音。行动阶段：刚开始探索，已尝试做副业。探索方向：还没确定、研究。期望：想看同类人去向、想要方向建议
U0046,大一大二,理工科,数学,西安,实习中,"[""不知道能做什么"", ""AI替代焦虑""]",反复波动,主要是外部结构性的,"[""视频制作"", ""英语"", ""C++"", ""Excel""]","[""领导力""]","[""自由职业""]",刚开始探索,"[""学新技能""]","[""想看同类人去向"", ""想要方向建议""]","[""国企事业单位""]",跟随他人型,偏好1对1深度对话,回避,"[""幽默"", ""直接""]",exploring,2025-10-06,77,"[""AI替代焦虑"", ""想看同类人去向"", ""学新技能"", ""想要方向建议"", ""不知道能做什么"", ""自由职业""]",memory_import,理工科数学专业大一大二，目前实习中。核心焦虑：不知道能做什么、AI替代焦虑。行动阶段：刚开始探索，已尝试学新技能。探索方向：自由职业。期望：想看同类人去向、想要方向建议
U0047,研究生在读,理工科,数学,深圳,在校求职中,"[""投简历没回音"", ""技能过时""]",1个月内,两者都有,"[""英语"", ""PR""]","[""团队协作""]","[""研究""]",已有具体行动,"[""做副业""]","[""想要信心确认"", ""想要方向建议"", ""想找过来人聊""]","[""外企""]",跟随他人型,不想社交只想看数据,转化为行动,"[""理性""]",acting,2025-04-14,47,"[""做副业"", ""研究"", ""投简历没回音"", ""想要方向建议"", ""想要信心确认"", ""想找过来人聊"", ""技能过时""]",resume,理工科数学专业研究生在读，目前在校求职中。核心焦虑：投简历没回音、技能过时。行动阶段：已有具体行动，已尝试做副业。探索方向：研究。期望：想要信心确认、想要方向建议、想找过来人聊
U0048,研究生在读,法律,知识产权,上海,待业中,"[""技能过时""]",1个月内,两者都有,"[""C++"", ""市场营销"", ""英语""]","[""表达能力"", ""抗压能力"", ""时间管理"", ""逻辑思维""]","[""研究""]",接近落地,"[""转行"", ""考证""]","[""想要信心确认"", ""想要方向建议"", ""想看同类人去向""]","[""无偏好""]",收集信息型,更愿意先看别人的故事,回避,"[""理性"", ""严肃"", ""委婉""]",landed,2025-10-07,63,"[""考证"", ""研究"", ""想要方向建议"", ""想看同类人去向"", ""转行"", ""想要信心确认"", ""技能过时""]",molt_acts,法律知识产权专业研究生在读，目前待业中。核心焦虑：技能过时。行动阶段：接近落地，已尝试转行、考证。探索方向：研究。期望：想要信心确认、想要方向建议、想看同类人去向
U0049,应届毕业,医学,药学,成都,在校求职中,"[""技能过时"", ""方向迷茫"", ""面试过不了""]",6个月以上,主要是外部结构性的,"[""用户研究"", ""PR""]","[""逻辑思维""]","[""产品""]",还没开始,"[""还没行动""]","[""想看同类人去向"", ""想找过来人聊""]","[""自由职业""]",直觉行动型,不想社交只想看数据,转化为行动,"[""严肃"", ""直接""]",crisis,2025-02-04,60,"[""方向迷茫"", ""面试过不了"", ""想看同类人去向"", ""产品"", ""还没行动"", ""想找过来人聊"", ""技能过时""]",llm_inferred,医学药学专业应届毕业，目前在校求职中。核心焦虑：技能过时、方向迷茫、面试过不了。行动阶段：还没开始。探索方向：产品。期望：想看同类人去向、想找过来人聊
U0050,毕业1-3年,商科,会计学,广州,已工作想转型,"[""行业缩招""]",6个月以上,主要是外部结构性的,"[""项目管理"", ""财务分析"", ""Java"", ""用户研究""]","[""逻辑思维""]","[""运营""]",还没开始,"[""转行""]","[""想找过来人聊"", ""想看同类人去向"", ""想要方向建议""]","[""无偏好""]",收集信息型,更愿意先看别人的故事,向内消化,"[""感性"", ""幽默"", ""理性""]",exploring,2026-03-13,49,"[""想看同类人去向"", ""转行"", ""行业缩招"", ""想要方向建议"", ""想找过来人聊"", ""运营""]",resume,商科会计学专业毕业1-3年，目前已工作想转型。核心焦虑：行业缩招。行动阶段：还没开始，已尝试转行。探索方向：运营。期望：想找过来人聊、想看同类人去向、想要方向建议
U0051,研究生在读,商科,工商管理,武汉,实习中,"[""专业冷门""]",6个月以上,两者都有,"[""PPT"", ""Java"", ""C++""]","[""抗压能力"", ""时间管理"", ""表达能力"", ""逻辑思维""]","[""设计"", ""教育""]",还没开始,"[""做副业"", ""做项目""]","[""想找过来人聊"", ""想要信心确认""]","[""创业公司""]",直觉行动型,喜欢群体讨论,回避,"[""直接"", ""理性"", ""委婉""]",crisis,2025-06-12,86,"[""做副业"", ""专业冷门"", ""做项目"", ""教育"", ""设计"", ""想要信心确认"", ""想找过来人聊""]",memory_import,商科工商管理专业研究生在读，目前实习中。核心焦虑：专业冷门。行动阶段：还没开始，已尝试做副业、做项目。探索方向：设计、教育。期望：想找过来人聊、想要信心确认
U0052,大三大四,商科,人力资源,苏州,在校求职中,"[""技能过时"", ""行业缩招""]",3-6个月,主要是自身能力的,"[""产品原型"", ""设计"", ""视频制作"", ""SQL"", ""数据分析""]","[""表达能力""]","[""内容"", ""设计""]",已有具体行动,"[""还没行动""]","[""想看同类人去向""]","[""自由职业""]",跟随他人型,偏好1对1深度对话,回避,"[""感性"", ""幽默"", ""理性""]",exploring,2025-01-24,86,"[""内容"", ""想看同类人去向"", ""设计"", ""还没行动"", ""行业缩招"", ""技能过时""]",molt_acts,商科人力资源专业大三大四，目前在校求职中。核心焦虑：技能过时、行业缩招。行动阶段：已有具体行动。探索方向：内容、设计。期望：想看同类人去向
U0053,毕业3年以上,艺术,视觉传达设计,杭州,已工作想转型,"[""AI替代焦虑"", ""面试过不了""]",6个月以上,主要是自身能力的,"[""Excel"", ""C++""]","[""自驱力""]","[""教育""]",接近落地,"[""考证""]","[""想要方向建议"", ""想看同类人去向""]","[""创业公司""]",深思熟虑型,偏好1对1深度对话,转化为行动,"[""感性"", ""严肃""]",acting,2025-05-04,74,"[""考证"", ""AI替代焦虑"", ""教育"", ""面试过不了"", ""想看同类人去向"", ""还没行动"", ""想要方向建议""]",resume,艺术视觉传达设计专业毕业3年以上，目前已工作想转型。核心焦虑：AI替代焦虑、面试过不了。行动阶段：接近落地，已尝试考证。探索方向：教育。期望：想要方向建议、想看同类人去向
U0054,研究生在读,商科,人力资源,天津,待业中,"[""专业冷门"", ""面试过不了""]",6个月以上,两者都有,"[""PR"", ""翻译"", ""项目管理"", ""Excel"", ""数据分析""]","[""团队协作""]","[""咨询""]",接近落地,"[""学新技能""]","[""想要信心确认""]","[""自由职业""]",深思熟虑型,偏好1对1深度对话,回避,"[""幽默""]",acting,2025-09-11,83,"[""咨询"", ""专业冷门"", ""面试过不了"", ""学新技能"", ""想要信心确认""]",memory_import,商科人力资源专业研究生在读，目前待业中。核心焦虑：专业冷门、面试过不了。行动阶段：接近落地，已尝试学新技能。探索方向：咨询。期望：想要信心确认
U0055,研究生在读,教育,学前教育,苏州,在校求职中,"[""不知道能做什么""]",反复波动,说不清,"[""PPT""]","[""自驱力"", ""领导力"", ""解决问题""]","[""咨询""]",已有具体行动,"[""参加社群""]","[""想找过来人聊"", ""想要信心确认""]","[""自由职业""]",深思熟虑型,偏好1对1深度对话,向内消化,"[""理性""]",exploring,2026-01-22,54,"[""咨询"", ""参加社群"", ""还没行动"", ""想要信心确认"", ""想找过来人聊"", ""不知道能做什么""]",memory_import,教育学前教育专业研究生在读，目前在校求职中。核心焦虑：不知道能做什么。行动阶段：已有具体行动，已尝试参加社群。探索方向：咨询。期望：想找过来人聊、想要信心确认
U0056,毕业1-3年,其他,农业科学,苏州,已工作想转型,"[""不知道能做什么"", ""面试过不了""]",6个月以上,两者都有,"[""财务分析"", ""Java"", ""Python"", ""Excel"", ""SQL""]","[""抗压能力""]","[""自由职业""]",已有具体行动,"[""参加社群"", ""考证""]","[""想要信心确认"", ""想要方向建议""]","[""无偏好""]",直觉行动型,偏好1对1深度对话,回避,"[""感性""]",exploring,2025-10-26,64,"[""考证"", ""面试过不了"", ""想要方向建议"", ""参加社群"", ""还没行动"", ""想要信心确认"", ""不知道能做什么"", ""自由职业""]",llm_inferred,其他农业科学专业毕业1-3年，目前已工作想转型。核心焦虑：不知道能做什么、面试过不了。行动阶段：已有具体行动，已尝试参加社群、考证。探索方向：自由职业。期望：想要信心确认、想要方向建议
U0057,大三大四,教育,教育技术,成都,实习中,"[""投简历没回音""]",1-3个月,说不清,"[""设计""]","[""领导力"", ""自驱力""]","[""教育""]",已有具体行动,"[""找前辈聊""]","[""想要信心确认""]","[""自由职业""]",收集信息型,更愿意先看别人的故事,转化为行动,"[""严肃"", ""委婉"", ""感性""]",acting,2025-12-06,75,"[""想要信心确认"", ""教育"", ""找前辈聊"", ""投简历没回音""]",memory_import,教育教育技术专业大三大四，目前实习中。核心焦虑：投简历没回音。行动阶段：已有具体行动，已尝试找前辈聊。探索方向：教育。期望：想要信心确认
U0058,大三大四,法律,知识产权,重庆,待业中,"[""行业缩招"", ""专业冷门"", ""技能过时""]",6个月以上,主要是自身能力的,"[""设计"", ""财务分析"", ""数据分析""]","[""解决问题"", ""表达能力"", ""自驱力""]","[""研究"", ""教育""]",已有具体行动,"[""参加社群"", ""学新技能""]","[""想要信心确认"", ""想看同类人去向""]","[""创业公司""]",收集信息型,更愿意先看别人的故事,向外倾诉,"[""感性""]",acting,2025-08-15,86,"[""专业冷门"", ""研究"", ""教育"", ""想看同类人去向"", ""学新技能"", ""参加社群"", ""还没行动"", ""行业缩招"", ""想要信心确认"", ""技能过时""]",llm_inferred,法律知识产权专业大三大四，目前待业中。核心焦虑：行业缩招、专业冷门、技能过时。行动阶段：已有具体行动，已尝试参加社群、学新技能。探索方向：研究、教育。期望：想要信心确认、想看同类人去向
U0059,大三大四,艺术,环境设计,西安,在校求职中,"[""专业冷门"", ""不知道能做什么"", ""AI替代焦虑""]",1个月内,主要是自身能力的,"[""项目管理"", ""财务分析"", ""SQL"", ""产品原型""]","[""表达能力""]","[""研究""]",接近落地,"[""学新技能"", ""做项目""]","[""想要信心确认""]","[""国企事业单位""]",直觉行动型,偏好1对1深度对话,回避,"[""委婉"", ""幽默""]",acting,2025-11-30,81,"[""专业冷门"", ""研究"", ""AI替代焦虑"", ""做项目"", ""学新技能"", ""想要信心确认"", ""不知道能做什么""]",user_input,艺术环境设计专业大三大四，目前在校求职中。核心焦虑：专业冷门、不知道能做什么、AI替代焦虑。行动阶段：接近落地，已尝试学新技能、做项目。探索方向：研究。期望：想要信心确认
U0060,研究生在读,文科,社会学,广州,实习中,"[""技能过时""]",1个月内,两者都有,"[""SQL""]","[""解决问题"", ""创意思维""]","[""还没确定""]",接近落地,"[""还没行动""]","[""想要方向建议"", ""想找过来人聊""]","[""外企""]",直觉行动型,喜欢群体讨论,回避,"[""感性"", ""幽默""]",landed,2025-11-28,61,"[""还没确定"", ""还没行动"", ""想要方向建议"", ""想找过来人聊"", ""技能过时""]",user_input,文科社会学专业研究生在读，目前实习中。核心焦虑：技能过时。行动阶段：接近落地。探索方向：还没确定。期望：想要方向建议、想找过来人聊
U0061,毕业3年以上,教育,教育技术,天津,已工作想转型,"[""同辈压力"", ""技能过时"", ""投简历没回音""]",反复波动,两者都有,"[""Excel"", ""翻译"", ""数据分析""]","[""创意思维""]","[""数据""]",刚开始探索,"[""考证""]","[""想找过来人聊""]","[""无偏好""]",深思熟虑型,更愿意先看别人的故事,转化为行动,"[""委婉"", ""理性"", ""感性""]",exploring,2025-06-07,55,"[""考证"", ""投简历没回音"", ""想找过来人聊"", ""同辈压力"", ""数据"", ""技能过时""]",molt_acts,教育教育技术专业毕业3年以上，目前已工作想转型。核心焦虑：同辈压力、技能过时、投简历没回音。行动阶段：刚开始探索，已尝试考证。探索方向：数据。期望：想找过来人聊
U0062,应届毕业,商科,会计学,上海,待业中,"[""方向迷茫"", ""同辈压力""]",1-3个月,说不清,"[""写作"", ""数据分析"", ""机器学习"", ""C++"", ""项目管理""]","[""逻辑思维"", ""自驱力""]","[""还没确定"", ""设计""]",刚开始探索,"[""投简历"", ""做副业""]","[""想要方向建议"", ""想找过来人聊""]","[""大厂""]",跟随他人型,偏好1对1深度对话,回避,"[""感性""]",exploring,2026-03-14,78,"[""做副业"", ""方向迷茫"", ""投简历"", ""还没确定"", ""同辈压力"", ""设计"", ""想要方向建议"", ""想找过来人聊""]",molt_acts,商科会计学专业应届毕业，目前待业中。核心焦虑：方向迷茫、同辈压力。行动阶段：刚开始探索，已尝试投简历、做副业。探索方向：还没确定、设计。期望：想要方向建议、想找过来人聊
U0063,毕业1-3年,其他,档案学,南京,已工作想转型,"[""行业缩招"", ""AI替代焦虑""]",1个月内,主要是自身能力的,"[""数据分析"", ""英语"", ""Java"", ""用户研究"", ""财务分析""]","[""逻辑思维"", ""解决问题"", ""抗压能力"", ""自驱力""]","[""产品""]",刚开始探索,"[""还没行动""]","[""想找过来人聊""]","[""无偏好""]",收集信息型,偏好1对1深度对话,向外倾诉,"[""严肃"", ""感性"", ""委婉""]",exploring,2025-07-15,73,"[""AI替代焦虑"", ""产品"", ""还没行动"", ""行业缩招"", ""想找过来人聊""]",resume,其他档案学专业毕业1-3年，目前已工作想转型。核心焦虑：行业缩招、AI替代焦虑。行动阶段：刚开始探索。探索方向：产品。期望：想找过来人聊
U0064,大一大二,文科,社会学,青岛,待业中,"[""不知道能做什么"", ""方向迷茫""]",1个月内,主要是自身能力的,"[""Python"", ""翻译"", ""项目管理"", ""英语"", ""写作""]","[""创意思维""]","[""设计""]",刚开始探索,"[""找前辈聊""]","[""想找过来人聊"", ""想要信心确认"", ""想看同类人去向""]","[""无偏好""]",深思熟虑型,不想社交只想看数据,回避,"[""感性""]",exploring,2025-11-03,88,"[""方向迷茫"", ""找前辈聊"", ""想看同类人去向"", ""设计"", ""想要信心确认"", ""想找过来人聊"", ""不知道能做什么""]",resume,文科社会学专业大一大二，目前待业中。核心焦虑：不知道能做什么、方向迷茫。行动阶段：刚开始探索，已尝试找前辈聊。探索方向：设计。期望：想找过来人聊、想要信心确认、想看同类人去向
U0065,大三大四,文科,历史学,重庆,实习中,"[""技能过时""]",6个月以上,说不清,"[""产品原型"", ""视频制作"", ""PS"", ""Java"", ""数据分析""]","[""学习能力"", ""解决问题"", ""抗压能力""]","[""还没确定""]",已有具体行动,"[""找前辈聊"", ""做副业""]","[""想找过来人聊""]","[""创业公司""]",收集信息型,不想社交只想看数据,向外倾诉,"[""严肃"", ""委婉"", ""感性""]",exploring,2026-02-07,78,"[""做副业"", ""还没确定"", ""找前辈聊"", ""还没行动"", ""想找过来人聊"", ""技能过时""]",memory_import,文科历史学专业大三大四，目前实习中。核心焦虑：技能过时。行动阶段：已有具体行动，已尝试找前辈聊、做副业。探索方向：还没确定。期望：想找过来人聊
